
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
117=	Anaira Jalan	Novice	Second time&#x27;s the charm	79	76	75	76	75	381	76.20	1.47
117=	Ava Murphy		Tcd hist b(ack to doing prep comps	78	78	79	69	77	381	76.20	3.66
123=	Deo Rusev	ESL	Sofia (Stan Aespa)	77	77	73	79	74	380	76.00	2.19
123=	Inga Peters	ESL	BDU Berlin π	73	79	75	76	77	380	76.00	2.00
123=	Dekardiago Nelson		UTJ A	74	74	77	80	75	380	76.00	2.28
123=	Brian jones		he’s got me by the marbles	75	76	74	77	78	380	76.00	1.41
123=	Katy Harrington		Tcd hist b(ack to doing prep comps	77	78	80	69	76	380	76.00	3.74
128=	Mary Larkin		McGill Jacob Silcoff&#x27;s lobotomy victims	75	75	75	79	75	379	75.80	1.60
128=	Vishesh	ESL	Bowling Represent	74	74	81	73	77	379	75.80	2.93
128=	Meiirzhan Yerulan	ESL	Meiirzhan &amp; Nurtas	78	76	72	76	77	379	75.80	2.04
128=	Pavel Kalinnikov	ESL	BDU Berlin π	72	79	75	75	78	379	75.80	2.48
128=	Jasmeet Randhawa	Novice	UWODS Revealed Preference for Suffering	79	77	75	73	75	379	75.80	2.04
133=	Siddhant Gautam	ESL, Novice	RLFC~	78	74	75	76	75	378	75.60	1.36
133=	Vinogradskaia Anastasiia	ESL, Novice	SPSU SPbU A	76	78	72	74	78	378	75.60	2.33
133=	Filippos Koutsodimitropoulos	ESL	A Veteran Doctor and a Rookie Engi	75	78	72	77	76	378	75.60	2.06
133=	Ashlyn	Novice	HH political overreach into my pants	78	77	73	76	74	378	75.60	1.85
133=	Louise Brown	Novice	Durham Could be getting a tan, instead be	75	74	77	75	77	378	75.60	1.20
133=	Toby Ford	Novice	Warwick This House Would Break (But Not Up	77	76	75	74	76	378	75.60	1.02
133=	Tanya Chawla	Novice	reverse wheelbarrow in sherbrooke	81	76	74	73	74	378	75.60	2.87
133=	Harry Braid	Novice	GUU (C)an you spot the difference?	74	77	74	76	77	378	75.60	1.36
133=	Taiki Tsuchiya	ESL	Ito Atsuki Fan Club 😘💕❤️	74	77	74	78	75	378	75.60	1.62
142=	Lucca Ellery		When will someone set THS the axio	76	74	74	78	75	377	75.40	1.50
142=	Xinyi Ying	ESL	LLA_Rowma	75	76	75	76	75	377	75.40	0.49
142=	Amelia Taylor	Novice	reverse wheelbarrow in sherbrooke	80	75	74	73	75	377	75.40	2.42
142=	Bilguun Tserenbadral		4 am start :smile: 3 am start :cry	73	77	75	75	77	377	75.40	1.50
142=	Aiman Hafiz	ESL, Novice	This debate? Gnarly	73	77	78	73	76	377	75.40	2.06
142=	Summer	ESL, Novice	This debate? Gnarly	73	76	79	73	76	377	75.40	2.24
142=	Niamh Bugler	Novice	TCD Hist C	80	76	75	74	72	377	75.40	2.65
142=	Yohei Horiguchi	ESL	Ito Atsuki Fan Club 😘💕❤️	74	78	73	77	75	377	75.40	1.85
142=	Nadav Keren	ESL	Technion O&amp;N	74	76	74	77	76	377	75.40	1.20
151=	Aigerim Aibassova	ESL	NU S	74	73	76	77	76	376	75.20	1.47
151=	Kathy Nankova	ESL	Sofia (Stan Aespa)	76	76	74	76	74	376	75.20	0.98
151=	Felix Zhang	Novice	HH political overreach into my pants	76	77	72	77	74	376	75.20	1.94
151=	Aryan Khokher	ESL	Bowling Represent	74	74	79	73	76	376	75.20	2.14
151=	Soumyajit Saha	Novice	NDU Norwich A	77	78	74	74	73	376	75.20	1.94
151=	Manon Memmi	Novice	NDU Norwich A	78	77	74	74	73	376	75.20	1.94
151=	Jamie Ghosh	Novice	GUU (C)an you spot the difference?	74	76	73	77	76	376	75.20	1.47
151=	Saatvik Dabral	ESL	Woodstock Reserve	73	75	76	76	76	376	75.20	1.17
