
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
6=	Ana Coman	ESL	Bucharest A	78	77	79	82	81	397	79.40	1.85
6=	Harsh Gupta	ESL, Novice	Whiptical Illusion	78	81	76	81	81	397	79.40	2.06
10=	Alyssa Mills		GUU (B)reaking Free	79	77	75	82	83	396	79.20	2.99
10=	Joshua Cohen		Pirates of the Gulf of Guinea	81	79	79	80	77	396	79.20	1.33
10=	Nicholas Abernathy		Questern	80	77	79	82	78	396	79.20	1.72
10=	Eziel Johnson	ESL	Pirates of the Gulf of Guinea	80	80	79	80	77	396	79.20	1.17
10=	Adam Mallis		Edinburgh ... B? C? A-Z? Σ	78	79	80	77	82	396	79.20	1.72
15=	Aryan Shrestha	ESL, Novice	Chulalongkorn SS	84	76	77	78	80	395	79.00	2.83
15=	Matt Mauriello		Only chronically partnerless	77	82	81	77	78	395	79.00	2.10
15=	Ram Orfanel		Cornell Gaveal&#x27;s biggest fans	80	81	79	78	77	395	79.00	1.41
15=	Rance Peralta	ESL	We retired from retirement because	77	80	78	80	80	395	79.00	1.26
15=	Tania Acsinte	ESL, Novice	Will confirm asap	79	81	78	77	80	395	79.00	1.41
20=	Muzamil Godil		Harold and Kumar (guess which one	78	80	77	81	78	394	78.80	1.47
20=	Daniel Svirsky		Questern	79	78	79	81	77	394	78.80	1.33
20=	Medhavini Singh	ESL	subject to change	79	73	79	82	81	394	78.80	3.12
20=	Zainab Sardar	Novice	Edinburgh ... B? C? A-Z? Σ	78	79	79	76	82	394	78.80	1.94
20=	Irin Chatterjee	ESL, Novice	Whiptical Illusion	76	81	77	80	80	394	78.80	1.94
20=	Sachin Tissera	ESL	LSE If u can&#x27;t pre with alchool, pre w	79	78	77	78	82	394	78.80	1.72
20=	Rehan Haneef		TCD Hist Rehan and Ziyad	77	79	77	82	79	394	78.80	1.83
20=	Sambhav Jain	ESL, Novice, Schools	TSRS Reg time running out	82	79	76	79	78	394	78.80	1.94
28=	Valeriu Carasel	ESL	Bucharest A	77	77	77	82	80	393	78.60	2.06
28=	Arjun Raman		KCL the equity officer and the walking	76	81	78	78	80	393	78.60	1.74
28=	Ziyad Anwer		TCD Hist Rehan and Ziyad	79	79	75	82	78	393	78.60	2.24
28=	Mo Islam		Cornell Recycle	80	77	82	78	76	393	78.60	2.15
32=	Kamila Kawczak		KCL the equity officer and the walking	77	80	77	80	78	392	78.40	1.36
32=	Rahul Kalavagunta	Novice	Founders League Union	77	76	82	78	79	392	78.40	2.06
32=	Dragos Sassu	ESL	Bucharest B	77	78	80	76	81	392	78.40	1.85
32=	Antash Misra	ESL	no eco motions pls	73	82	79	77	81	392	78.40	3.20
32=	Kaushiki Ishwar	ESL	subject to change	78	75	78	81	80	392	78.40	2.06
32=	Pranjal Chakraborty	ESL	IIT Bombay Why is GC still our debate peak?	78	80	76	79	79	392	78.40	1.36
32=	MICHELLE ADIKA	ESL	Strathmore Pee Oh Eye	76	81	76	81	78	392	78.40	2.24
32=	Akshatha Sabaji	ESL	no eco motions pls	73	83	80	77	79	392	78.40	3.32
32=	Aprylle Yesshua Amparo	ESL, Novice	We retired from retirement because	76	79	77	79	81	392	78.40	1.74
32=	Angelica Ashley D. Vega	Novice, Schools	HG F(orever single, hopefully not ???	78	81	79	76	78	392	78.40	1.62
32=	Stefan Milicescu	ESL	LSE If u can&#x27;t pre with alchool, pre w	79	77	77	78	81	392	78.40	1.50
43=	Theo Simion	ESL	Bucharest B	77	76	81	76	81	391	78.20	2.32
43=	Diána Pásztor	ESL, Novice	Budapest BanDia	78	79	77	76	81	391	78.20	1.72
43=	Shamiah Muchesia	ESL	Strathmore Pee Oh Eye	75	81	77	81	77	391	78.20	2.40
46=	Tess Moraa Nyamwanda	ESL	2 philosophers stoned	77	84	76	75	78	390	78.00	3.16
46=	Justin Wu	Novice	Founders League Union	77	76	82	76	79	390	78.00	2.28
